id	result
5024100	{'俞大猷': 0}
5024101	{'76人': 0, '篮板': -2, '努尔基奇': 0}
5024102	{'无名': 0, '王一博': -2, '荧幕': -2}
5024103	{'香港': -2, '林婉仪': -2}
5024104	{'星辰大海': 0, '梁冰': -1, '阿香': -2}
5024105	{'萧何': 0, '韩信': 0, '洛阳': -2, '刘邦': -2}
5024106	{'刘暖曦': -1, '江秋莲': -2, '江歌': -2}
5024107	{'美国': -2, '中国': -2}
5024108	{'马天宇': 0}
5024109	{'牟善刚': -1, '中央纪委国家监委': -2, '机关事务管理局': -2}
5024110	{'中美': -2, '赵立坚': -2}
5024111	{'何静': -1}
5024112	{'蒲县': -2, '吕梁市': -2}
5024113	{'贝弗利': -2}
5024114	{'单依纯': 0, '歌曲': -2}
5024115	{'大连路': -2, '彰武路三店': -2}
5024116	{'虹远楼': -2, '张某某': -2}
5024117	{'杜兰特': 0, '格林': 0}
5024118	{'股份': -2, '合约': -2}
5024119	{'春节': -2}
5024120	{'俄罗斯': -2, '德国': -2}
5024121	{'旅客': -2, '12306网站': -2}
5024122	{'梁咏琪': -2, '乐坛': -2}
5024123	{'王某文': -2, '阿里巴巴': -2}
5024124	{'娱乐圈': -2}
5024125	{'缅甸': -2, '东吁侯': -2}
5024126	{'新华社': -2, '孙一文': 0}
5024127	{'哈恩机场': -2, '瑞安': -2}
5024128	{'徐昆': -1, '李永': -1, '童文红': -1, '阿里巴巴': -2}
5024129	{'库里': 0, '赛季': -2}
5024130	{'北京': -2, '教师': -2}
5024131	{'雍禾': -2, '雍禾医疗': -2}
5024132	{'廖立峰': -2}
5024133	{'关之琳': 0}
5024134	{'苹果': -2, '库克': -2}
5024135	{'董玉整': -2}
5024136	{'李大勋': 0, '赵帅': 0}
5024137	{'林珊珊': -2, '薇娅': -2}
5024138	{'病例': -2, '新冠病毒': -2}
5024139	{'张小泉': -2}
5024140	{'杨靖宇': 0, '蒋国恩': -2, '抗日联军': -2, '东北抗日联军': 0}
5024141	{'中海油': -2, '渤海': -2}
5024142	{'战绩': -2, '皮尔斯': 0}
5024143	{'快乐大本营': -2, '节目': -2}
5024144	{'王全安': -2, '黄海波': -1, '北京': -2}
5024145	{'曹娥': -2, '舜杰路大通E家生鲜超市': -2}
5024146	{'巴西': -2}
5024147	{'何某东': -1}
5024148	{'梅西': 0, '巴黎': 0, '波切蒂诺': 0}
5024149	{'春秋道': -2, '高秉烛': -2, '百里弘毅': -2}
5024150	{'接口': -2, '欧盟': -2}
5024151	{'中国': -2, '新华社': -2}
5024152	{'上合组织': -2, '崔丽': -2}
5024153	{'獐子岛': -2, '海域': -2}
5024154	{'宋福金': 0, '皇后': -2}
5024155	{'孙向波': -2, '法院': -2}
5024156	{'易某川': -1, '汪某': -2, '赵某伟': -2, '腾讯': -2, '被告人': -2}
5024157	{'毛某宁': -2, '扬州': -2, '肺炎': -2}
5024158	{'古典乐': -2, '李健': 0}
5024159	{'林某': -2}
5024160	{'同志': -2, '齐民友': 0}
5024161	{'情感': -2}
5024162	{'祝某某': -1}
5024163	{'詹姆斯': 0, '命中率': -2, '赛季': -2}
5024164	{'胡某某': -1, '机动车': -2, '被害人': -2}
5024165	{'中国': -2}
5024166	{'雄安': -2, '容东': -2}
5024167	{'元朝': -2, '历史': -2}
5024168	{'西装': -2, '王源': 0}
5024169	{'中国': -2}
5024170	{'胡歌': 0, '仙剑奇侠传': 0, '仙剑': -2}
5024171	{'杨某某': -2, '段某某': -2, '李某某': -2, '蔚县': -2, '苑某': -2}
5024172	{'塔克': 0, '篮网': 0, '公牛': -1, '热火': 0}
5024173	{'李伟': -1}
5024174	{'美国': -2}
5024175	{'季度': -2}
5024176	{'渤海银行': -2, '山禾药业': -2}
5024177	{'行政': -2, '林郑月娥': -2}
5024178	{'张亚东': 0, '曹方': 0}
5024179	{'环球影城': -2, '环球影城大酒店': -2}
5024180	{'崇善堂': -2}
5024181	{'王力宏': -2, '徐若瑄': -2}
5024182	{'陈雨菲': 0, '决赛': -2}
5024183	{'关某': -1, '陈先生': -2, '嫌疑人': -2}
5024184	{'王力宏': -1, '李靓蕾': -2, '卓伟': -2}
5024185	{'玲娜贝儿': -2, '星黛露': 0}
5024186	{'谢苗': 0, '电影': -2}
5024187	{'许晴': 0}
5024188	{'李湘': -2, '王岳伦': -2}
5024189	{'梁冰': -2}
5024190	{'接口': -2, '欧盟': -2}
5024191	{'浙江': -2, '徐瑞鑫': -2}
5024192	{'厦门市': -2}
5024193	{'奥尔顿·斯潘': -1, '郑某': -2, '美国': -2}
5024194	{'党中央': -2}
5024195	{'宾某': -1, '符女士': 0, '妻子': -2, '长沙': -2}
5024196	{'中国': -2, '中共中央': -2}
5024197	{'非洲': -2, '中国': -2}
5024198	{'巴黎': 0, '法国': -2}
5024199	{'汪小菲': -2}
5024200	{'西安市': -2, '西安市未央区': -2}
5024201	{'新西兰': -2, '新冠疫苗': -2}
5024202	{'教育部': -2}
5024203	{'河南': -2, '新疆': -2}
5024204	{'条例': -2, '上海市': -2}
5024205	{'长津湖': 0, '水门桥': 0}
5024206	{'滁州三盛房地产开发有限公司': 0, '法院': -2, '线索': -2}
5024207	{'闻一多': -2}
5024208	{'哈登': 0, '威少': 0, '罚球': -2, '命中率': -2}
5024209	{'门店': -2}
5024210	{'殷桃': 0}
5024211	{'法律责任': -2}
5024212	{'学校': -2, '教育部': -2}
5024213	{'习近平': -2}
5024214	{'新西兰': -2}
5024215	{'宠物': -2, 'Siri': -2}
5024216	{'沙特': -2, '奥运会': -2}
5024217	{'伊犁州': -2, '霍尔果斯市': -2}
5024218	{'瑞金': -2}
5024219	{'王鹏': -1, '刘珊珊': -2}
5024220	{'湖人': 0, '快船': 0}
5024221	{'二驴': -2, '粉丝': -2}
5024222	{'印尼': -2, '美国': -2}
5024223	{'阿富汗': -2, '塔利班': -2}
5024224	{'河南': -2, '规定': -2}
5024225	{'刘诗雯': -1, '许昕': 0, '水谷隼': 0, '伊藤美诚': 0}
5024226	{'苏贞昌': -2, '国民党': -2}
5024227	{'马晓伟': 0}
5024228	{'王朝': -2}
5024229	{'库尔勒': -2, '商标': -2}
5024230	{'陈好': 0}
5024231	{'阿卜杜勒拉萨克·古尔纳': 0, '坦桑尼亚': -2}
5024232	{'马龙': 0, '樊振东': 0, '莱贝松': 0, '冠军': -2, '对手': -2}
5024233	{'巴基斯坦': -2, '巴基斯坦政府': -2}
5024234	{'地中海': -2, '利比亚': -2}
5024235	{'德希奇': -2}
5024236	{'消费品': -2, '总额': -2}
5024237	{'国家统计局': -2, '涨幅': -2}
5024238	{'旺苍县': -2, '普济镇': -2}
5024239	{'赵雅芝': 0}
5024240	{'北京': -2}
5024241	{'高铁': -2}
5024242	{'辛巴': 0, '艺人': -2, '粉丝': -2}
5024243	{'融资': -2, '债券': -2}
5024244	{'汤加': -2, '新西兰': -2}
5024245	{'北京队': 0, '范子铭': 0, '吉林队': 0, '篮板': -2, '北京': -2}
5024246	{'拉姆达': -2, '德尔塔': -2}
5024247	{'航天': -2, '太空': -2}
5024248	{'施廷懋': 0, '奥运会': -2}
5024249	{'舞台': -2, '上甘岭': -2}
5024250	{'华为技术有限公司': 0, '泰国': -2, '巴育': -2}
5024251	{'万斯': -2, '魏塞尔贝格': -1}
5024252	{'战役': -2, '长津湖': -2}
5024253	{'中国社会福利基金会': -2, '腾讯公益': -2}
5024254	{'王某': -1, '和某豪': -2, '焦作市解放区人民法院': -2, '焦作': -2}
5024255	{'立陶宛': -2, '中国': -2}
5024256	{'桥本大辉': -2}
5024257	{'焉栩嘉': -2}
5024258	{'陈锦晖': -2}
5024259	{'深圳': -2, '北京': -2}
5024260	{'朱棣': -2, '燕王府': -2}
5024261	{'深圳': -2, '王丰': -2}
5024262	{'中国': -2, '产能': -2}
5024263	{'舟山市': -2}
5024264	{'篮网': -2, '鹈鹕': 0, '杜兰特': -2, '哈登': -2}
5024265	{'吴谢宇': -1}
5024266	{'习近平': -2, '中国': -2}
5024267	{'国务院': -2, '王文涛': -2}
5024268	{'孟晚舟': -2, '中新社': -2}
5024269	{'王旭东': -2}
5024270	{'张家口': -2}
5024271	{'李子柒': 0, '刘同明': -2}
5024272	{'菲沙河谷': -2}
5024273	{'王力宏': 0}
5024274	{'北京': -2, '上海': 0}
5024275	{'刘伯温': 0, '李善长': 0, '朱元璋': -2, '胡惟庸': 0}
5024276	{'金融科技': -2, '美国': -2}
5024277	{'房企': -2, '叶小落': -2}
5024278	{'通告': -2, '仙游县': -2}
5024279	{'硬件': -2, '字节跳动': -2}
5024280	{'陶虹': -2}
5024281	{'张学友': 0, '香港': -2, '演唱会': -2}
5024282	{'阵容': -2, '球队': -2, '湖人': -2, '沃格尔': 0}
5024283	{'丁程鑫': -2}
5024284	{'杨超越': 0}
5024285	{'香港特别行政区': -2}
5024286	{'板块': -2}
5024287	{'吴亦凡': 0}
5024288	{'男人': -2, '女人': -2}
5024289	{'里夫斯': 0, '威少': 0, '年薪': -2, '詹姆斯': 0}
5024290	{'临潼': -2, '陕西': -2}
5024291	{'国足': 0, '体能': -2}
5024292	{'病例': -2, '深圳': -2}
5024293	{'李唐': 0}
5024294	{'郭玲玲': 0}
5024295	{'奥密克戎': -2, '林鹏': -2}
5024296	{'中央网信办': -2}
5024297	{'加尼': 0, '玛利亚姆': 0}
5024298	{'杨幂': 0, '唐嫣': 0, '刘诗诗': 0, 'ELLE': -2}
5024299	{'太阳队': 0, '活塞队': 0, '保罗': -2, '沙梅特': -2}
5024300	{'美国': -2, '乌克兰': -2}
5024301	{'古天乐': 0, '门徒': 0, '窃听风云': 0, '单身男女': 0}
5024302	{'南宫翎': 0, '毛晓彤': 0, '郭芙': 0, '南宫': -2, '杨过': -2}
5024303	{'李小萌': 0}
5024304	{'周杰': -2}
5024305	{'郭某': -2, '西安市': -2}
5024306	{'中国': -2, '张雨霏': 0}
5024307	{'孟非': 0, '节目': -2}
5024308	{'赵本山': -2, '辽宁民间艺术团有限公司': -2}
5024309	{'乐队': -2}
5024310	{'玉皇山路': -2, '新华书店': -2}
5024311	{'云南': -2, '瑞丽市': -2}
5024312	{'中国': 0, '经济': -2}
5024313	{'影视': -2, '韩国': -2}
5024314	{'龙湖': -2, '淮阳': -2}
5024315	{'商品': -2, '家乐福': -2}
5024316	{'中芯国际': -2, '吴金刚': -2}
5024317	{'美国': -2, '中国': -2}
5024318	{'掘金': 0, '湖人': 0, '威少': 0, '赛季': -2}
5024319	{'章丽婕': -1}
5024320	{'剧情': -2, '肖鹤云': -2}
5024321	{'中国': -2}
5024322	{'迪涅': -2, '天空体育': -2}
5024323	{'作家': -2, '奥尔加·托卡尔丘克': 0}
5024324	{'王艳': -2, '犯罪嫌疑人': -2}
5024325	{'湖人': 0, '詹姆斯': -2, '队友': -2}
5024326	{'杭州市': -2, '富阳': -2}
5024327	{'香港': -2, '新冠病毒': -2}
5024328	{'冯彦': 0, '边静': 0, '李豪': 0, '佩剑': -2, '中国代表团': -2}
5024329	{'义务教育': -2, '教育部': -2}
5024330	{'尼克斯队': 0, '篮板': -2}
5024331	{'低价': -2, '中消协': -2}
5024332	{'莫布里': 0, '康宁汉姆': 0, '篮板': -2, 'NBA': -2}
5024333	{'河南': -2, '山西': -2}
5024334	{'日本': -2, '台海': -2}
5024335	{'罗云熙': 0, '长月烬明': 0, '陈都灵': 0}
5024336	{'新疆生产建设兵团': -2, '黑龙江': -2}
5024337	{'王忆如': -2, '马列文': -2}
5024338	{'独行侠队': 0, '东契奇': 0}
5024339	{'雄鹿': 0, '球队': -2, '字母哥': -2}
5024340	{'安女士': -2, '上海': -2}
5024341	{'孙传庭': 0, '李自成': -2, '左良玉': -2, '明朝': -2, '军事': -2}
5024342	{'人心': -2, '夜明珠': -2}
5024343	{'董子健': 0, '宋茜': 0, '赵丽颖': 0, '剧组': -2, '肖央': 0, '谁是凶手': -1, '风波': -2}
5024344	{'闵孝琳': -2, '韩国': -2}
5024345	{'阿富汗': -2, '王毅': -2}
5024346	{'关晓彤': -2, '张子枫': 0}
5024347	{'巴基斯坦': -2, '达苏': -2}
5024348	{'篮板': -2, '里维斯': 0}
5024349	{'中国': -2, '汤加': -2}
5024350	{'封控区': -2}
5024351	{'病例': -2, '坪山区妇幼保健院': -2}
5024352	{'冷小兵': -1, '肖央': 0}
5024353	{'新亮剑': 0, '中国远征军': 0, '黄志忠': 0, '横店': -2, '横店影视城': -2}
5024354	{'经济': -2}
5024355	{'商务部': -2, '区域全面经济伙伴关系协定': -2}
5024356	{'商品': -2}
5024357	{'郸城': -2}
5024358	{'大衣哥': 0}
5024359	{'中华门': -2, '南京': -2}
5024360	{'西蒙·马夏尔': -1, '列车': -2, '纽约警察局': -2}
5024361	{'詹姆斯': 0, '湖人': 0}
5024362	{'青岛': -2}
5024363	{'周洪宇': -2}
5024364	{'抗体': -2, '药物': -2}
5024365	{'魏晋': -2}
5024366	{'父子': -2, '朝廷': -2}
5024367	{'篮网': -2, '哈登': -2}
5024368	{'南充': -2, '四川': -2}
5024369	{'叶楠': -1, '魏国梁': -1}
5024370	{'钱大妈': -1}
5024371	{'尤文': -2, '博格巴': -2}
5024372	{'南京': -2, '市民': -2}
5024373	{'蔡卓妍': -2, '袁咏仪': -2}
5024374	{'肖战': -2}
5024375	{'京唐港动力煤市场': -2}
5024376	{'气温': -2, '黑龙江': -2}
5024377	{'乔清浅': 0, '李振保': 0, '马列文': -2}
5024378	{'山西': -2}
5024379	{'清代': -2}
5024380	{'热依扎': -2}
5024381	{'陈洲阳': 0, '刘藤': 0, '陈选斌': -2, '成都': -2}
5024382	{'阳性': -2, '上虞': -2}
5024383	{'杭州': -2}
5024384	{'丁日昌': 0, '曾国藩': -2}
5024385	{'裙子': -2, '热巴': 0, '礼服': -2, '唐嫣': 0}
5024386	{'基层': -2, '全国人大': -2}
5024387	{'蔡徐坤': 0, '温州': -2, '杜莎夫人蜡像馆': 0}
5024388	{'日本': -2, '日本政府': -2}
5024389	{'杨永松': -2, '国家': -2, '天安门广场': -2}
5024390	{'吴谢宇': -2, '吴谢宇案': -2, '徐昕': -2}
5024391	{'福岛': -2}
5024392	{'幽门螺杆菌': -2, '罗正升': -2}
5024393	{'贺召诚': -2, '贺顿': -2, '叶家辉': -2}
5024394	{'辽宁西部': -2, '辽宁': -2}
5024395	{'马尔代夫': -2}
5024396	{'环球影城': -2, '北京': -2}
5024397	{'俄罗斯': -2, '中俄': -2}
5024398	{'众议院特别委员会': -2}
5024399	{'李子柒': 0}
5024400	{'彭女士': -2, '竹亭镇': -2}
5024401	{'新闻': -2, '河南': -2}
5024402	{'杜某某': -1, '魏某某': -1, '北京': -2}
5024403	{'含羞花': -2, '青藏高原': -2}
5024404	{'林心如': 0}
5024405	{'美元': -2, '印度': -2}
5024406	{'巩俐': 0}
5024407	{'东方园林': -2, '何巧女': -2}
5024408	{'刘新云': -1, '刘国强': -2, '盛必龙': -2, '政治': -2, '中央纪委国家监委': -2}
5024409	{'旅客': -2, '福州': -2}
5024410	{'诸葛亮': 0, '孙膑': -2}
5024411	{'病例': -2, '核酸': -2}
5024412	{'中国': -2, '瞿如': 0}
5024413	{'机器人': -2}
5024414	{'北京': -2, '北京市定价目录': -2}
5024415	{'燕双鹰': 0}
5024416	{'明星': -2}
5024417	{'李靓蕾': -2, '王力宏': 0, '长文': -2, '偶像': -2}
5024418	{'香港': -2, '香港国际机场': -2}
5024419	{'贾静雯': 0, '林志玲': 0}
5024420	{'董海锋': -2, '阿薇': -2}
5024421	{'钱大妈': -2}
5024422	{'费贞绫': 0}
5024423	{'庞统': -2, '刘备': -2, '诸葛亮': -2}
5024424	{'李湘': 0, '王岳伦': 0, '赵丽颖': 0}
5024425	{'梁峰': -2}
5024426	{'威少': 0, '詹姆斯': 0, '湖人': -2}
5024427	{'杨蓉': 0, '曾宝琴': 0, '于正': -2}
5024428	{'英皇影業有限公司': -2}
5024429	{'高薇嘉': -1, '青岛大学': -2}
5024430	{'金瀚': -2, '张芷溪': -2}
5024431	{'刘雪华': -2}
5024432	{'张之洞': -2, '日本': -2}
5024433	{'山西': -2, '中国气象局': -2}
5024434	{'公主': -2}
5024435	{'陈某梅': -2, '彭某': -2}
5024436	{'篮板': -2, '热火队': 0}
5024437	{'艾斯': -2}
5024438	{'高新区': -2, '遂宁': -2}
5024439	{'上合组织': -2, '乐玉成': -2}
5024440	{'梁竞徽': 0}
5024441	{'王冰冰': -2}
5024442	{'北京': -2}
5024443	{'一龙': 0, '法伊兹': 0, '武僧': -2}
5024444	{'快手': -2}
5024445	{'地震': -2, '中国地震台网': -2}
5024446	{'中国': -2, '珠峰': -2}
5024447	{'腾讯': -2, '扫黑风暴': 0}
5024448	{'蔡徐坤': 0, '小静': -2}
5024449	{'美国': -2, '中国': -2}
5024450	{'惠程科技': -2, '基金': -2}
5024451	{'卫星': -2}
5024452	{'韩国': -2, '首尔': -2}
5024453	{'中国': -2}
5024454	{'里夫斯': 0, '威少': -1, '蒙克': 0, '湖人队': 0, '三分球': -2}
5024455	{'宁毅': 0, '苏檀儿': -2}
5024456	{'阳仔': -2}
5024457	{'梁女士': -2}
5024458	{'十堰': -2, '湖北': -2}
5024459	{'胡某': -2, '漆某': -2, '柬埔寨': -2}
5024460	{'勇士': 0, '贝兹莫尔': -2}
5024461	{'周雪良': -2}
5024462	{'岳先生': -2, '轨迹': -2}
5024463	{'国务院': -2, '记者': -2}
5024464	{'记者': -2, '金晓宇': -2}
5024465	{'美国': -2, '阿富汗': -2, '拜登': -2}
5024466	{'核酸': -2, '阳性': -2}
5024467	{'孙国友': -2}
5024468	{'学生': -2, '三亚': -2}
5024469	{'哈登': -2, '阿杜': -2, '欧文': -2, '季后赛': -2, '篮网': -2}
5024470	{'镇海区': -2, '民众': -2}
5024471	{'国家互联网信息办公室': -2, '中华人民共和国网络安全法': -2}
5024472	{'王思聪': -2}
5024473	{'刘禅': 0, '诸葛亮': 0, '蒋琬': 0}
5024474	{'王一博': 0, '粉丝': -2, '热度': -2}
5024475	{'中国': -2, '索加瓦雷': -2}
5024476	{'环球影城': -2, '房源': -2}
5024477	{'袁崇焕': 0, '孙承宗': -2, '王在晋': 0}
5024478	{'阿富汗': -2, '耿爽': -2}
5024479	{'美国': -2, '病例': -2}
5024480	{'大连': -2, '王载珺': -2}
5024481	{'阴性': -2}
5024482	{'苏轼': 0, '范仲淹': 0, '宋仁宗': -2, '历史': -2}
5024483	{'内蒙古': -2}
5024484	{'委员': -2, '党委书记': -2}
5024485	{'樊振东': -2}
5024486	{'易烊千玺': 0, '周杰伦': 0, '明星': -2}
5024487	{'日本政府': -2, '日本': -2, '福岛': -2}
5024488	{'狄仁杰': 0, '武皇': -2}
5024489	{'德约科维奇': 0, '费德勒': -2, '纳达尔': -2}
5024490	{'香港': -2, '香港立法会会议厅': -2}
5024491	{'诸葛亮': 0, '历史': -2}
5024492	{'甘宁': -2, '西陵': -2, '孙权': -2}
5024493	{'高秉烛': -2, '春秋道': -2}
5024494	{'吴为波': -2}
5024495	{'上海': -2, '宝山': -2}
5024496	{'Scatec公司': -2, '南非': -2}
5024497	{'拉姆达': -2, '秘鲁': -2}
5024498	{'龙某': -2, '派出所': -2, '徐某': -2}
5024499	{'俄罗斯': -2, '马斯克': -2}
5024500	{'仙洋': 0, '小仙女': -2, '粉丝': -2}
5024501	{'联合国': -2, '联合国邮政管理局': -2}
5024502	{'魏先生': -2, '汽车': -2}
5024503	{'诸葛亮': 0, '黄承彦': -2, '刘备': -2}
5024504	{'华晨宇': 0, '刘信达': -2, '张碧晨': -2}
5024505	{'赵梦澈': 0, '西安': -2}
5024506	{'李承铉': 0, '戚薇': -2}
5024507	{'张某潘': -2, '吕良': -2}
5024508	{'低价': -2, '中消协': -2}
5024509	{'雷探长': -2, '靖边': -2}
5024510	{'威少': 0, '球队': -2, '湖人': 0, '掘金': 0, '霍华德': -2, '赛季': -2}
5024511	{'何诗蓓': 0}
5024512	{'中国': -2, '北京冬奥村': -2}
5024513	{'项羽': -2, '曹长卿': -2, '西楚': -2}
5024514	{'龙泉窑': 0, '越窑': 0}
5024515	{'格林': 0, '勇士队': -2}
5024516	{'新华社': -2}
5024517	{'李旭': -2}
5024518	{'宁波市': -2}
5024519	{'成都市': -2, '易某某': -2}
5024520	{'北京市': -2, 'B口': -2}
5024521	{'日本': -2, '金': -2}
5024522	{'字节跳动': -2}
5024523	{'斛珠夫人': 0, '杨幂': 0, '陈伟霆': 0, '蒋勤勤': 0, '当家主母': 0}
5024524	{'舜江新村': -2, '舜杰路大通E家生鲜超市': -2}
5024525	{'中国': 0, '赵立坚': -2}
5024526	{'中国': -2, '新华社': -2}
5024527	{'台湾': -2, '海关总署': -2}
5024528	{'黄磊': 0, '彭国华': -2}
5024529	{'娜美': 0, '辛巴': -2, '伽柏': -2}
5024530	{'陈亚男': 0}
5024531	{'朱棣': -2, '朱高炽': 0}
5024532	{'台湾': -2, '林凯斌': -2}
5024533	{'香奈儿': -1, '静安区': -2, '规定': -2}
5024534	{'美国': -2, '墨西哥': -2}
5024535	{'张诚': -2}
5024536	{'怡红院': -2}
5024537	{'粉丝': -2}
5024538	{'袁咏仪': 0, '张智霖': 0, '张晋': -2, '蔡少芬': 0, '张杰': 0, '谢娜': 0, '胡可': 0, '沙溢': 0, '明星': -2, '娱乐圈': -2}
5024539	{'王富玉': -1, '刘川生': -2}
5024540	{'吉隆吊灯花': -2, '西双版纳': -2}
5024541	{'李弇': 0, '李暠': 0, '敦煌': -2}
5024542	{'杭州': -2, '对象': -2}
5024543	{'周某春': -2, '被告人': -2}
5024544	{'天风证券': -2, '廖志明': -2, '分析师': -2}
5024545	{'女主': 0}
5024546	{'章子怡': 0, '汪峰': -2, '小苹果': -2}
5024547	{'艺人': -2, '张纪中': 0, '明星': -2, '名气': -2}
5024548	{'死亡率': -2, '温带地区': -2}
5024549	{'澳大利亚': -2}
5024550	{'王某刚': -1}
5024551	{'释小龙': 0, '陈同山': -2}
5024552	{'三体': 0, '中国': -2, '演员': -2}
5024553	{'哈萨克斯坦': -2, '扎哈罗娃': -2}
5024554	{'罗冠聪': -1, '香港': -2, '外交部': -2}
5024555	{'东莞': -2, '广东': -2}
5024556	{'张雨绮': -2, '壹心娱乐': 0}
5024557	{'晚会': -2, '中央广播电视总台': -2}
5024558	{'贾乃亮': 0}
5024559	{'毛宁': 0, '杨钰莹': 0, '厦门': -2}
5024560	{'公牛队': 0, '金州勇士队': 0, '扎克·拉文': -2, '芝加哥': -2}
5024561	{'纪晓岚': -2, '乾隆': 0}
5024562	{'管晨辰': 0}
5024563	{'杨烁': -2}
5024564	{'陈祉希': 0, '演员': -2}
5024565	{'澳门': -2}
5024566	{'缇萦': 0, '汉文帝': -2}
5024567	{'沈腾': 0, '吴京': 0, '票房': -2, '电影': -2}
5024568	{'扎克伯格': -2}
5024569	{'病例': -2, '南非': -2}
5024570	{'苏芮': 0, '歌手': -2, '那英': 0, '华语': -2}
5024571	{'北京': -2}
5024572	{'格兰特': 0, '威少': 0, '蒙克': 0, '球队': -2, '球员': -2}
5024573	{'新疆队': 0, '球队': -2}
5024574	{'魏奇': -2}
5024575	{'杨浦区': -2, '王先生': -2}
5024576	{'中国': -2, '货币': -2}
5024577	{'深圳': -2, '深圳市灯光环境管理中心': -2}
5024578	{'库里': 0, '三分球': -2, '联盟': -2}
5024579	{'莫羽寂': 0}
5024580	{'中国': -2}
5024581	{'中国': -2, '马六甲': 0}
5024582	{'李某某': -1, '刘某丽': -1, '刘某莹': -1, '周某': -1}
5024583	{'陈亚男': 0, '大衣哥': -2, '粉丝': -2}
5024584	{'闫妮': 0}
5024585	{'票房': -2, '长津湖': 0}
5024586	{'基金': -2}
5024587	{'英国': -2, '市场管理局': -2}
5024588	{'王全安': -1, '张雨绮': -2}
5024589	{'董海锋': -2, '黄薇': -2}
5024590	{'美驻成都总领馆': -2, '成都': -2}
5024591	{'深圳': -2}
5024592	{'李思思': 0, '央视': -2, '董卿': 0}
5024593	{'花木兰': 0, '军队': -2, '清朝': -2}
5024594	{'美国': -2, '台湾': -2}
5024595	{'列车': -2, '乘客': -2}
5024596	{'王一博': 0, '粉丝': -2}
5024597	{'刘某明': -1, '曲某': -1, '孙某笑': -1, '济南': -2}
5024598	{'iPhone13': -2, '屏幕': -2}
5024599	{'李雪健': 0, '张作霖': 0, '癌症': -2}
5024600	{'方卓英': 0}
5024601	{'baby': 0, '礼服': -2}
5024602	{'中国恒大集团': -2, '廊坊': -2}
5024603	{'新华': -2, '西安市': -2}
5024604	{'南京': -2, '南京紫金山': -2}
5024605	{'犯罪嫌疑人': -2, '民警': -2}
5024606	{'蒋华': -2, '成都市': -2}
5024607	{'廖某': -1, '倪某': -2, '萧山': -2}
5024608	{'薛之谦': 0, '锤娜丽莎': 0, '林子祥': 0, '胡夏': -2, '大张伟': 0}
5024609	{'罗女士': -2, '李女士': -2}
5024610	{'何巧女': -2}
5024611	{'人员': -2, '仙游县': -2}
5024612	{'党中央': -2}
5024613	{'内哈默': -2, '库尔茨': -2}
5024614	{'赵黄巢': -2, '龙虎山': -2}
5024615	{'人员': -2}
5024616	{'王强': -1, '扬州市': -2}
5024617	{'深圳': -2}
5024618	{'商标': -2}
5024619	{'王树华': -2}
5024620	{'二驴': -2, '辛巴': -2, '国美': -2}
5024621	{'焦景文': 0, '罗比·雷斯': 0, '美国空军': -2, '空军': -2}
5024622	{'主席': -2, '习近平': -2}
5024623	{'谭咏麟': -2}
5024624	{'崔心心': 0, '远方的山楂树': 0, '张晓晴': 0, '孟亮': 0, '亲爱的孩子们': 0}
5024625	{'感染者': -2, '病例': -2}
5024626	{'郑州': -2}
5024627	{'腾讯公益': -2, '中国社会福利基金会': -2}
5024628	{'跌幅': -2, '期货': -2}
5024629	{'国台酒业': -2}
5024630	{'香港': -2}
5024631	{'浙江': -2, '金华市': -2}
5024632	{'小米': -2}
5024633	{'秦岚': 0}
5024634	{'柴达尔煤矿': -2, '西海煤炭开发公司': -2}
5024635	{'湖人': -1, '掘金队': 0, '杰夫格林': 0, '海兰德': 0, '詹姆斯': 0, '约基奇': 0, '命中率': -2}
5024636	{'沈阳': -2, '德国': -2}
5024637	{'内塔尼亚胡': -1, '以色列': -2, '路透社': -2}
5024638	{'文在寅': -2, '韩国': -2}
5024639	{'北京': -2}
5024640	{'人民': -2, '习近平': -2}
5024641	{'中国': -2, '赵洪亮': -2}
5024642	{'霍启刚': -2, '郭晶晶': -2}
5024643	{'廖某': -2, '虹口': -2}
5024644	{'一线': -2, '上海': -2}
5024645	{'农业农村部': -2, '人均可支配收入': -2}
5024646	{'杭州': -2}
5024647	{'王一博': 0}
5024648	{'李田田': -2, '湘西': -2}
5024649	{'记者': -2, '赵德馨': -2}
5024650	{'驾驶员': -2}
5024651	{'翁瑞午': -2, '陆小曼': -2}
5024652	{'牛莉': 0}
5024653	{'桂林市': -2, '阳性': -2}
5024654	{'周鸿祎': -2}
5024655	{'徐若瑄': -2, '王力宏': -2}
5024656	{'宁夏': -2}
5024657	{'章兴': -2}
5024658	{'十面埋伏': 0, '章子怡': 0}
5024659	{'巴基斯坦': -2, '中国': -2}
5024660	{'鲁尼': 0, '活塞队': 0, '金州勇士队': 0, '斯图尔特': 0, '库里': 0, '库明加': 0, '康宁汉姆': 0, '迪亚洛': 0, '维金斯': 0, '汤普森': 0, '篮板': -2}
5024661	{'王仙芝': 0, '吕洞宾': -2}
5024662	{'红星资本局': -2}
5024663	{'感染者': -2, '无症状感染者': -2}
5024664	{'乌克兰': -2, '俄罗斯': -2, '北约': -2}
5024665	{'长津湖': 0, '电影': -2, '刘德华': -2}
5024666	{'毛利率': -2, '雍禾医疗': -2}
5024667	{'地区': -2, '西安市': -2}
